Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Y/A,Rec,Y/R,FantPos,FantPt,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year,Wonderlic,40�Yard,Bench Press,Vert Leap�(in),Broad Jump�(in),Shuttle,3Cone
2007,Ben Roethlisberger,25,Findlay,OH,PIT,15,15,264,35,0,0,11,5.83,0,,QB,267,77,240,Miami (OH),MAC,84,99,3/2/1982,1,2004,25,4.75,0,0,0,0,0
2001,Peyton Manning,25,New Orleans,LA,IND,16,16,343,35,0,0,23,4.49,0,,QB,267,77,230,Tennessee,SEC,113,75,3/24/1976,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Drew Brees,27,Austin,TX,NOR,16,16,356,42,0,0,11,0.76,0,,QB,266,73,0,Purdue,Big Ten,92,94,1/15/1979,2,2001,28,4.83,0,32,105,4.21,7.09
2001,Donovan McNabb,25,Chicago,IL,PHI,16,16,285,82,0,0,12,5.88,0,,QB,266,74,240,Syracuse,ACC,81,101,11/25/1976,1,1999,14,4.64,33,33,117,4.38,7.3
2002,Aaron Brooks,26,Newport News,VA,NOR,16,16,283,62,0,0,15,4.08,0,,QB,266,76,220,Virginia,ACC,90,95,3/24/1976,4,1999,17,4.6,35.5,35.5,120,4.29,7.52
1999,Rich Gannon,34,Philadelphia,PA,OAK,16,16,304,46,-3,0,14,6.48,1,-3,QB,265,75,210,Delaware,Colonial Athletic Association,#N/A,#N/A,12/20/1965,4,1987,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Calvin Johnson,26,Tyrone,GA,DET,16,16,0,1,1681,16,0,11,96,17.51,WR,265,77,239,Georgia Tech,ACC,117,77,9/25/1985,1,2007,0,4.35,0,0,0,0,0
2011,Philip Rivers,30,Decatur,AL,SDG,16,16,366,26,0,0,20,1.38,0,,QB,265,77,228,North Carolina St.,ACC,98,88,12/8/1981,1,2004,30,5.08,0,0,0,0,0
2007,Drew Brees,28,Austin,TX,NOR,16,16,440,23,10,0,18,2.26,2,5,QB,265,73,209,Purdue,Big Ten,92,94,1/15/1979,2,2001,28,4.83,0,32,105,4.21,7.09
2010,Josh Freeman,22,Kansas City,MO,TAM,16,16,291,68,0,0,6,5.35,0,,QB,264,78,0,Kansas St.,Big 12,118,71,1/13/1988,1,2009,27,4.9,0,33.5,119,4.43,7.11
2003,Deuce McAllister,25,Lena,MS,NOR,16,16,0,351,516,0,0,4.68,69,7.48,RB,264,73,232,Mississippi,SEC,92,91,12/27/1978,1,2001,0,4.41,37.5,37.5,0,0,0
2001,Ahman Green,24,Omaha,NE,GNB,16,16,0,304,594,2,0,4.56,62,9.58,RB,264,73,217,Nebraska,Big Ten,134,61,2/16/1977,3,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Maurice Jones-Drew,26,Pinole,CA,JAX,16,16,0,343,374,3,0,4.68,43,8.7,RB,264,68,205,UCLA,Pac 12,100,88,3/23/1985,2,2006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Tiki Barber,27,Roanoke,VA,NYG,16,15,0,304,597,0,0,4.56,69,8.65,RB,264,70,200,Virginia,ACC,90,95,4/7/1975,2,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Doug Martin,23,Stockton,CA,TAM,16,16,0,319,472,1,0,4.56,49,9.63,RB,263,69,223,Boise St.,Mountain West,165,29,8/10/1900,1,2012,0,4.46,28,36,120,4.16,6.79
2013,Matt Forte,28,Lake Charles,LA,CHI,16,16,0,289,594,3,0,4.63,74,8.03,RB,263,73,221,Tulane,American,60,119,12/10/1985,2,2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Shaun Alexander,24,Florence,KY,SEA,16,12,0,309,343,2,0,4.27,44,7.8,RB,262,71,225,Alabama,SEC,114,58,8/30/1977,1,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Domanick Williams,24,Lafayette,LA,HOU,15,15,0,302,588,1,0,3.93,68,8.65,RB,262,69,216,LSU,SEC,146,48,10/1/1980,4,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Colin Kaepernick,26,Milwaukee,WI,SFO,16,16,243,92,0,0,8,5.7,0,,QB,262,76,225,Nevada-Reno,Mountain West,93,93,11/3/1987,2,2011,0,4.53,0,32.5,115,4.18,6.85
2012,Arian Foster,26,San Diego,CA,HOU,16,16,0,351,217,2,0,4.06,40,5.43,RB,262,73,232,Tennessee,SEC,113,75,8/19/1900,0,0,0,4.68,23,0,0,0,0
2013,Tony Romo,33,San Diego,CA,DAL,15,15,342,20,0,0,10,1.9,0,,QB,261,74,219,East. Illinois,Ohio Valley,#N/A,#N/A,4/21/1980,0,0,30,5.01,0,30,105,4.2,7.11
1999,Peyton Manning,23,New Orleans,LA,IND,16,16,331,35,0,0,15,2.09,0,,QB,261,77,230,Tennessee,SEC,113,75,3/24/1976,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Nick Foles,24,Austin,TX,PHI,13,10,203,57,0,0,2,3.88,0,,QB,260,77,244,Arizona,Pac 12,82,99,1/20/1989,3,2012,29,5.03,0,30.5,112,0,0
2004,Jake Delhomme,29,Breaux Bridge,LA,CAR,16,16,310,25,0,0,15,2.84,0,,QB,259,74,215,La-Lafayette,Sun Belt,74,104,1/10/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Edgerrin James,26,Immokalee,FL,IND,16,16,0,334,483,0,0,4.63,51,9.47,RB,259,73,214,Miami (FL),ACC,130,58,8/1/1978,1,1999,0,4.38,0,0,0,3.88,6.87
2013,Ben Roethlisberger,31,Findlay,OH,PIT,16,16,375,27,5,0,14,3.67,0,,QB,259,77,240,Miami (OH),MAC,84,99,3/2/1982,1,2004,25,4.75,0,0,0,0,0
2002,Jeff Garcia,32,Gilroy,CA,SFO,16,16,328,73,0,0,10,4.84,0,,QB,259,73,195,San Jose St.,Mountain West,72,107,2/24/1970,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Travis Henry,24,Frostproof,FL,BUF,16,16,0,325,309,1,0,4.42,43,7.19,RB,259,69,215,Tennessee,SEC,113,75,10/29/1978,2,2001,0,4.61,35.5,35.5,0,0,0
2002,Drew Bledsoe,30,Ellensburg,WA,BUF,16,16,375,27,0,0,15,2.48,0,,QB,259,77,238,Washington St.,Pac 12,75,106,2/14/1972,1,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Jake Plummer,30,Boise,ID,DEN,16,16,303,62,0,0,20,3.26,0,,QB,258,74,212,Arizona St.,Pac 12,101,86,12/19/1974,2,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Matt Hasselbeck,32,Westwood,MA,SEA,16,16,352,39,0,0,12,2.28,0,,QB,258,76,223,Boston Col.,ACC,116,74,9/25/1975,6,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Matt Ryan,25,Exton,PA,ATL,16,16,357,46,0,0,9,2.65,0,,QB,258,77,0,Boston Col.,ACC,116,74,5/17/1985,1,2008,32,4.89,0,0,0,4.51,7.4
2000,Mike Anderson,27,Winnsboro,SC,DEN,16,12,0,297,169,0,0,5.01,23,7.35,RB,258,73,230,Utah,Pac 12,123,61,9/21/1973,0,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Brian Westbrook,27,Washington,DC,PHI,15,14,0,240,699,4,0,5.07,77,9.08,RB,258,68,200,Villanova,Big East,#N/A,#N/A,9/2/1979,3,2002,0,4.57,26,37,118,0,7.09
2006,Marc Bulger,29,Pittsburgh,PA,STL,16,16,370,18,0,0,8,2.44,0,,QB,258,75,0,West Virginia,Big 12,120,67,4/5/1977,6,2000,29,4.97,0,0,100,4.34,7.46
2002,Steve McNair,29,Mount Olive,MS,TEN,16,16,301,82,0,0,15,5.37,0,,QB,257,74,235,Alcorn St.,SWAC,#N/A,#N/A,2/14/1973,1,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Brett Favre,35,Gulfport,MS,GNB,16,16,346,16,0,0,17,2.25,0,,QB,257,74,225,Southern Miss,Conference USA,104,85,10/10/1969,2,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Aaron Brooks,25,Newport News,VA,NOR,16,16,312,80,0,0,22,4.48,0,,QB,257,76,220,Virginia,ACC,90,95,3/24/1976,4,1999,17,4.6,35.5,35.5,120,4.29,7.52
1999,Stephen Davis,25,Spartanburg,SC,WAS,14,14,0,290,111,0,0,4.84,23,4.83,RB,256,73,230,Auburn,SEC,130,61,3/1/1974,4,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Trent Green,32,Cedar Rapids,IA,KAN,16,16,287,31,0,0,13,7.26,0,,QB,256,75,217,Indiana,Big Ten,58,118,7/9/1970,8,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Tom Brady,25,San Mateo,CA,NWE,16,16,373,42,0,0,14,2.62,0,,QB,256,76,225,Michigan,Big Ten,124,64,8/3/1977,6,2000,33,5.28,0,24.5,99,4.38,7.2
2007,Derek Anderson,24,Portland,OR,CLE,16,15,298,32,0,0,19,2.19,0,,QB,256,78,229,Oregon St.,Pac 12,111,76,6/15/1983,6,2005,23,5.03,0,29,103,4.67,7.67
2011,Arian Foster,25,San Diego,CA,HOU,13,13,0,278,617,2,0,4.4,53,11.64,RB,256,73,232,Tennessee,SEC,113,75,8/24/1986,0,0,0,4.68,23,0,0,0,0
2002,Charlie Garner,30,Fairfax,VA,OAK,16,15,0,182,941,4,0,5.29,91,10.34,RB,256,70,190,Tennessee,SEC,113,75,2/13/1972,2,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Tom Brady,28,San Mateo,CA,NWE,16,16,334,27,0,0,14,3.3,0,,QB,255,76,0,Michigan,Big Ten,124,64,8/3/1977,6,2000,33,5.28,0,24.5,99,4.38,7.2
2003,Trent Green,33,Cedar Rapids,IA,KAN,16,16,330,26,0,0,12,3.19,0,,QB,254,75,0,Indiana,Big Ten,58,118,7/9/1970,8,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Eddie George,26,Philadelphia,PA,TEN,16,16,0,320,458,4,0,4.08,47,9.74,RB,254,75,235,Ohio St.,Big Ten,138,41,9/24/1973,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Peyton Manning,32,New Orleans,LA,IND,16,16,371,20,0,0,12,1.05,0,,QB,254,77,0,Tennessee,SEC,113,75,3/24/1976,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Corey Dillon,30,Seattle,WA,NWE,15,14,0,345,103,1,0,4.74,15,6.87,RB,254,73,225,Washington,Pac 12,86,98,10/24/1974,2,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Steve McNair,30,Mount Olive,MS,TEN,14,14,250,38,4,0,7,3.63,1,4,QB,253,74,0,Alcorn St.,SWAC,#N/A,#N/A,2/14/1973,1,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Donovan McNabb,32,Chicago,IL,PHI,16,16,345,39,0,0,11,3.77,0,,QB,253,74,0,Syracuse,ACC,81,101,11/25/1976,1,1999,14,4.64,0,33,117,4.38,7.3
2011,Mark Sanchez,25,Long Beach,CA,NYJ,16,16,308,37,0,0,18,2.78,0,,QB,253,74,225,USC,Pac 12,129,49,11/11/1986,1,2009,28,4.93,0,32.5,116,4.21,7.06
2008,Matt Cassel,26,Northridge,CA,NWE,16,15,327,73,0,0,11,3.7,0,,QB,253,77,0,USC,Pac 12,129,49,5/17/1982,7,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Matt Hasselbeck,28,Westwood,MA,SEA,16,16,313,36,0,0,15,3.47,0,,QB,252,76,0,Boston Col.,ACC,116,74,9/25/1975,6,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Tom Brady,36,San Mateo,CA,NWE,16,16,380,32,0,0,11,0.56,0,,QB,252,76,225,Michigan,Big Ten,124,64,8/3/1977,6,2000,33,5.28,0,24.5,99,4.38,7.2
2009,Ray Rice,22,New Rochelle,NY,BAL,16,15,0,254,702,1,0,5.27,78,9,RB,252,69,195,Rutgers,Big Ten,87,96,1/22/1987,2,2008,0,4.42,23,31.5,119,4.2,6.65
2010,Matt Schaub,29,West Chester,PA,HOU,16,16,365,22,0,0,12,1.27,0,,QB,252,77,0,Virginia,ACC,90,95,6/25/1981,3,2004,30,5.04,0,30.5,110,4.66,7.65
2000,Ahman Green,23,Omaha,NE,GNB,16,11,0,263,559,3,0,4.47,73,7.66,RB,251,73,217,Nebraska,Big Ten,134,61,2/16/1977,0,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Andy Dalton,25,0,,CIN,16,16,329,47,0,0,16,2.55,0,,QB,251,74,0,TCU,Big 12,138,49,1/0/1900,2,2011,29,4.83,0,29.5,106,4.27,6.93
2006,Carson Palmer,27,Fresno,CA,CIN,16,16,324,26,0,0,13,1.42,0,,QB,251,77,0,USC,Pac 12,129,49,12/27/1979,1,2003,26,4.65,0,0,0,0,0
2013,Alex Smith,29,Seattle,WA,KAN,15,15,308,76,-4,0,7,5.67,1,-4,QB,251,76,212,Utah,Pac 12,123,61,5/7/1984,1,2005,0,4.75,28,0,0,0,0
2003,Aaron Brooks,27,Newport News,VA,NOR,16,16,306,54,0,0,8,3.24,0,,QB,251,76,0,Virginia,ACC,90,95,3/24/1976,4,1999,17,4.6,35.5,35.5,120,4.29,7.52
2012,Josh Freeman,24,Kansas City,MO,TAM,16,16,306,39,0,0,17,3.56,0,,QB,249,78,0,Kansas St.,Big 12,118,71,1/0/1900,1,2009,27,4.9,0,33.5,119,4.43,7.11
2008,Adrian Peterson,23,Palestine,TX,MIN,16,15,0,363,125,0,0,4.85,21,5.95,RB,249,70,210,Oklahoma,Big 12,160,39,3/21/1985,1,2007,16,4.4,0,38.5,127,4.4,7.09
2007,Brett Favre,38,Gulfport,MS,GNB,16,16,356,29,0,0,15,0.41,0,,QB,249,74,225,Southern Miss,Conference USA,104,85,10/10/1969,2,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Matt Ryan,28,Exton,PA,ATL,16,16,439,17,0,0,17,3.24,0,,QB,248,77,224,Boston Col.,ACC,116,74,5/17/1985,1,2008,32,4.89,0,0,0,4.51,7.4
2000,Fred Taylor,24,Pahokee,FL,JAX,13,13,0,292,240,2,0,4.79,36,6.67,RB,248,73,234,Florida,SEC,139,55,1/27/1976,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Curtis Martin,28,Pittsburgh,PA,NYJ,16,16,1,333,320,0,0,4.54,53,6.04,RB,248,71,210,Pittsburgh,ACC,106,80,5/1/1973,3,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Peyton Manning,29,New Orleans,LA,IND,16,16,305,33,0,0,10,1.36,0,,QB,248,77,0,Tennessee,SEC,113,75,3/24/1976,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Aaron Brooks,28,Newport News,VA,NOR,16,16,309,58,1,0,16,2.98,1,1,QB,248,76,220,Virginia,ACC,90,95,3/24/1976,4,1999,17,4.6,0,35.5,120,4.29,7.52
2012,Marshawn Lynch,26,Oakland,CA,SEA,16,15,0,315,196,1,0,5.05,23,8.52,RB,247,71,215,California,Pac 12,90,94,8/2/1900,1,2007,0,4.46,20,35.5,125,4.58,7.09
1999,Brad Johnson,31,Marietta,GA,WAS,16,16,316,26,0,0,13,1.19,0,,QB,247,77,226,Florida St.,ACC,130,54,9/13/1968,9,1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Eli Manning,28,New Orleans,LA,NYG,16,16,317,17,0,0,14,3.82,0,,QB,247,76,0,Mississippi,SEC,92,91,1/3/1981,1,2004,39,4.9,0,0,0,0,0
2000,Robert Smith,28,Euclid,OH,MIN,16,16,0,295,348,3,0,5.16,36,9.67,RB,247,74,212,Ohio St.,Big Ten,138,41,3/4/1972,1,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Clinton Portis,24,Laurel,MS,WAS,16,16,1,352,216,0,0,4.31,30,7.2,RB,246,71,205,Miami (FL),ACC,130,58,9/1/1981,2,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Drew Brees,25,Austin,TX,SDG,15,15,262,53,38,0,7,1.6,1,38,QB,245,73,209,Purdue,Big Ten,92,94,1/15/1979,2,2001,28,4.83,0,32,105,4.21,7.09
2010,Peyton Hillis,24,Conway,AR,CLE,16,14,1,270,477,2,0,4.36,61,7.82,RB,244,73,240,Arkansas,SEC,107,80,1/21/1986,7,2008,0,4.64,26,30.5,117,0,7.15
2008,Matt Forte,23,Lake Charles,LA,CHI,16,16,0,316,477,4,0,3.92,63,7.57,RB,244,73,221,Tulane,American,60,119,12/10/1985,2,2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Marvin Harrison,29,Philadelphia,PA,IND,16,16,0,1,1524,15,0,3,109,13.98,WR,243,73,175,Syracuse,ACC,81,101,8/25/1972,1,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Tiki Barber,31,Roanoke,VA,NYG,16,16,0,327,465,0,0,5.08,58,8.02,RB,243,70,200,Virginia,ACC,90,95,4/7/1975,2,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Marc Bulger,27,Pittsburgh,PA,STL,14,14,321,19,0,0,14,4.68,0,,QB,243,75,215,West Virginia,Big 12,120,67,4/5/1977,6,2000,29,4.97,0,0,100,4.34,7.46
2001,Kordell Stewart,29,New Orleans,LA,PIT,16,16,266,96,0,0,11,5.59,0,,QB,242,73,218,Colorado,Pac 12,78,108,10/16/1972,2,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Torry Holt,27,Greensboro,NC,STL,16,15,0,1,1696,12,0,5,117,14.5,WR,242,73,190,North Carolina St.,ACC,98,88,6/5/1976,1,1999,0,4.44,37,37,118,0,0
2010,Adrian Peterson,25,Palestine,TX,MIN,15,15,0,283,341,1,0,4.59,36,9.47,RB,242,74,217,Oklahoma,Big 12,160,39,3/21/1985,1,2007,16,4.4,0,38.5,127,4.4,7.09
2000,Curtis Martin,27,Pittsburgh,PA,NYJ,16,16,1,316,508,2,0,3.81,70,7.26,RB,242,71,210,Pittsburgh,ACC,106,80,5/1/1973,0,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Jamaal Charles,24,Port Arthur,TX,KAN,16,6,0,230,468,3,0,6.38,45,10.4,RB,242,73,200,Texas,Big 12,149,45,12/27/1986,3,2008,0,4.38,0,30.5,122,4.22,6.8
2008,Thomas Jones,30,Big Stone Gap,VA,NYJ,16,14,0,290,207,2,0,4.52,36,5.75,RB,242,70,220,Virginia,ACC,90,95,8/19/1978,1,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Rob Gronkowski,22,Amherst,NY,NWE,16,16,0,1,1327,17,0,2,90,14.74,TE,241,78,265,Arizona,Pac 12,82,99,5/14/1989,2,0,0,4.68,23,0,0,0,0
2012,Alfred Morris,24,Pensacola,FL,WAS,16,16,0,335,77,0,0,4.81,11,7,RB,241,69,219,Florida Atlantic,Conference USA,50,71,8/6/1900,6,2012,0,4.63,16,35.5,117,4.19,7.01
2010,Eli Manning,29,New Orleans,LA,NYG,16,16,339,32,0,0,25,2.19,0,,QB,241,76,0,Mississippi,SEC,92,91,1/3/1981,1,2004,39,4.9,0,0,0,0,0
2002,Marvin Harrison,30,Philadelphia,PA,IND,16,16,0,2,1722,11,0,5,143,12.04,WR,241,73,175,Syracuse,ACC,81,101,8/25/1972,1,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Marvin Harrison,27,Philadelphia,PA,IND,16,16,0,1,1663,12,0,4,115,14.46,WR,241,73,175,Syracuse,ACC,81,101,8/25/1972,1,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Michael Vick,31,Newport News,VA,PHI,13,13,253,76,0,0,14,7.75,0,,QB,241,73,215,Virginia Tech,ACC,147,50,6/26/1980,1,2001,20,4.33,0,38,0,0,0
2000,Ricky Watters,31,Harrisburg,PA,SEA,16,16,0,278,613,2,0,4.47,63,9.73,RB,240,73,217,Notre Dame,Independent,112,74,4/7/1969,0,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Donovan McNabb,33,Chicago,IL,PHI,14,14,267,37,1,0,10,3.78,1,1,QB,240,74,0,Syracuse,ACC,81,101,11/25/1976,1,1999,14,4.64,0,33,117,4.38,7.3
2013,Marshawn Lynch,27,Oakland,CA,SEA,16,16,0,301,316,2,0,4.18,36,8.78,RB,239,71,215,California,Pac 12,90,94,4/22/1986,1,2007,0,4.46,20,35.5,125,4.58,7.09
2010,Joe Flacco,25,Voorhees,NJ,BAL,16,16,306,43,0,0,10,1.95,0,,QB,239,78,0,Delaware,Colonial Athletic Association,#N/A,#N/A,1/16/1985,1,2008,27,4.84,0,28.5,110,4.27,6.82
2007,Adrian Peterson,22,Palestine,TX,MIN,14,9,0,238,268,1,0,5.63,19,14.11,RB,239,12,210,Oklahoma,Big 12,160,39,3/21/1985,1,2007,16,4.4,0,38.5,127,4.4,7.09
2001,Terrell Owens,28,Alexander City,AL,SFO,16,16,0,4,1412,16,0,5.25,93,15.18,WR,239,75,226,Tenn-Chattanooga,Southern,#N/A,#N/A,12/7/1973,3,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Charlie Garner,28,Fairfax,VA,SFO,16,15,0,258,647,3,0,4.43,68,9.51,RB,239,70,190,Tennessee,SEC,113,75,2/13/1972,0,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Muhsin Muhammad,31,Lansing,MI,CAR,16,16,0,3,1405,16,0,5,93,15.11,WR,238,74,217,Michigan St.,Big Ten,112,76,5/5/1973,2,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Ryan Tannehill,25,Big Spring,TX,MIA,16,16,355,40,0,0,17,5.95,0,,QB,238,76,220,Texas A&M,SEC,107,79,7/27/1988,1,2012,34,4.65,0,0,0,0,0
2013,Knowshon Moreno,26,Belford,NJ,DEN,16,15,0,241,548,3,0,4.31,60,9.13,RB,237,70,215,Georgia,SEC,142,53,7/16/1987,1,2009,0,4.5,25,35.5,115,4.27,6.84
2005,Steve Smith,26,Los Angeles,CA,CAR,16,16,0,4,1563,12,0,6.25,103,15.17,WR,237,69,185,Utah,Pac 12,123,61,5/12/1979,3,2001,0,4.44,0,38,120,4.19,6.68
2006,Jon Kitna,34,Tacoma,WA,DET,16,16,372,34,0,0,22,4.59,0,,QB,236,74,0,Central Washington,Division II,#N/A,#N/A,9/21/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,David Garrard,31,East Orange,NJ,JAX,16,16,314,77,0,0,10,4.19,0,,QB,236,73,0,East Carolina,American,97,90,2/14/1978,4,2002,14,4.82,0,33.5,111,4.26,7.35
2003,Fred Taylor,27,Pahokee,FL,JAX,16,16,0,345,370,1,0,4.56,48,7.71,RB,236,73,234,Florida,SEC,139,55,1/27/1976,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Joseph Addai,24,Houston,TX,IND,15,15,0,261,364,3,0,4.11,41,8.88,RB,236,12,210,LSU,SEC,146,48,5/3/1983,1,2006,0,4.4,18,38.5,125,4.48,7.1
2000,Randy Moss,23,Rand,WV,MIN,16,16,0,3,1437,15,0,1.67,77,18.66,WR,236,76,215,Marshall,Conference USA,107,80,2/13/1977,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Clinton Portis,26,Laurel,MS,WAS,16,16,1,325,389,0,0,3.88,47,8.28,RB,236,12,205,Miami (FL),ACC,130,58,9/1/1981,2,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Matt Hasselbeck,30,Westwood,MA,SEA,16,16,294,36,0,0,9,3.44,0,,QB,235,76,0,Boston Col.,ACC,116,74,9/25/1975,6,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Joe Flacco,27,Voorhees,NJ,BAL,16,16,317,32,0,0,10,0.69,0,,QB,235,78,0,Delaware,Colonial Athletic Association,#N/A,#N/A,1/0/1900,1,2008,27,4.84,0,28.5,110,4.27,6.82
2000,Mark Brunell,30,Los Angeles,CA,JAX,16,16,311,48,0,0,14,4.92,0,,QB,235,73,217,Washington,Pac 12,86,98,9/17/1970,5,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Tom Brady,27,San Mateo,CA,NWE,16,16,288,43,0,0,14,0.65,0,,QB,234,76,225,Michigan,Big Ten,124,64,8/3/1977,6,2000,33,5.28,0,24.5,99,4.38,7.2
2002,Donovan McNabb,26,Chicago,IL,PHI,10,10,211,63,0,0,6,7.3,0,,QB,234,74,240,Syracuse,ACC,81,101,11/25/1976,1,1999,14,4.64,33,33,117,4.38,7.3
2010,Chris Johnson,25,Orlando,FL,TEN,16,16,0,316,245,1,0,4.32,44,5.57,RB,233,71,195,East Carolina,American,97,90,9/23/1985,1,2008,10,4.24,0,35,0,0,0
2012,Eli Manning,31,New Orleans,LA,NYG,16,16,321,20,0,0,15,1.5,0,,QB,233,76,0,Mississippi,SEC,92,91,1/0/1900,1,2004,39,4.9,0,0,0,0,0
2004,Michael Vick,24,Newport News,VA,ATL,15,15,181,120,0,0,12,7.52,0,,QB,233,73,215,Virginia Tech,ACC,147,50,6/26/1980,1,2001,20,4.33,0,38,0,0,0
2003,Ricky Williams,26,Dallas,TX,MIA,16,16,0,392,351,1,0,3.5,50,7.02,RB,232,67,195,Texas Tech,Big 12,120,70,8/29/1978,0,0,0,4.47,32.5,32.5,110,0,0
2009,Frank Gore,26,Coral Gables,FL,SFO,14,14,0,229,406,3,0,4.89,52,7.81,RB,231,69,215,Miami (FL),ACC,130,58,5/14/1983,3,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Sam Bradford,25,Oklahoma City,OK,STL,16,16,328,37,0,0,13,3.43,0,,QB,231,76,0,Oklahoma,Big 12,160,39,1/0/1900,1,2010,36,4.79,0,0,0,0,0
2003,Jeff Garcia,33,Gilroy,CA,SFO,13,13,225,56,6,0,13,5.7,1,6,QB,231,73,0,San Jose St.,Mountain West,72,107,2/24/1970,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Matt Cassel,28,Northridge,CA,KAN,15,15,262,33,0,0,7,3.79,0,,QB,231,77,0,USC,Pac 12,129,49,5/17/1982,7,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Marc Bulger,26,Pittsburgh,PA,STL,15,15,336,29,0,0,22,2.59,0,,QB,231,75,0,West Virginia,Big 12,120,67,4/5/1977,6,2000,29,4.97,0,0,100,4.34,7.46
